title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Texas,October 2022,Banned Pending Investigation,Informal Challenge,Texarkana Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Utah,November 2022,Banned from Libraries and Classrooms,Legislative Action,Alpine School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Utah,October 2022,Banned from Libraries and Classrooms,Formal Challenge,Granite School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Utah,July 2022,Banned from Libraries and Classrooms,Informal Challenge,Washington County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
This Book Is Gay,"Dawson, Juno",,,,,18459381,"Dawson, Juno",nb2012022986,,,Gay people--Juvenile literature|Homosexuality--Juvenile literature|Bisexuality--Juvenile literature|Transgender--Juvenile literature,http://id.loc.gov/authorities/subjects/sh85061780|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85014412|http://id.loc.gov/authorities/subjects/sh85061795,  2015002230,,9781492617822,2015,0,Q34251707,Virginia,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Hanover County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18459381.xml
Blue Bloods,"de la Cruz, Melissa",,,,Blue Bloods,14145913,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Vampires--Fiction|New York (N.Y.)--Fiction|Wealth--Fiction|Secrets--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2005044786,,9780786838929|0786838922,2006,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14145913.xml
Blue Bloods: After Life,"de la Cruz, Melissa",,,,Blue Bloods,14145913,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Vampires--Fiction|New York (N.Y.)--Fiction|Wealth--Fiction|Secrets--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2005044786,,9780786838929|0786838922,2006,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14145913.xml
Gates of Paradise,"de la Cruz, Melissa",,,,Blue Bloods,17458142,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Vampires--Fiction|New York (N.Y.)--Fiction|Wealth--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/authorities/childrensSubjects/sj2020050019,  2012032358,,9781423157410|1423157419,2013,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/17458142.xml
Lost in Time,"de la Cruz, Melissa",,,,Blue Bloods,16934966,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Wealth--Fiction|New York (N.Y.)--Fiction|Egypt--Fiction|Vampires--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/rwo/agents/n80061791,  2011024414,,1423121295|9781423121299,2011,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16934966.xml
Masquerade,"de la Cruz, Melissa",,,,Blue Bloods,14705382,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,New York (N.Y.)--Fiction|Balls (Parties)--Fiction|Masquerades--Fiction|Wealth--Fiction|Secrets--Fiction|Vampires--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052290|http://id.loc.gov/authorities/childrensSubjects/sj2021051081|http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094,  2006100446,,0786838930|9780786838936,2007,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14705382.xml
Misguided Angel,"de la Cruz, Melissa",,,,Blue Bloods,23591276,"De la Cruz, Melissa, 1971-",n2001029179,Fantasy fiction|Fiction|Paranormal fiction|Romance fiction|Vampire fiction|Young adult fiction,http://id.loc.gov/authorities/genreForms/gf2017026143|http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/genreForms/gf2014026469|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026333|http://id.loc.gov/authorities/subjects/sh85149267,Florence (Italy)--Juvenile fiction|Choice (Psychology)--Juvenile fiction|Wealth--Juvenile fiction|New York (N.Y.)--Juvenile fiction|Vampires--Juvenile fiction|Teenagers--Juvenile fiction|Upper class--Juvenile fiction,http://id.loc.gov/authorities/subjects/sh85145828|http://id.loc.gov/authorities/subjects/sh85024618|http://id.loc.gov/authorities/subjects/sh2010117675|http://id.loc.gov/rwo/agents/n79007751|http://id.loc.gov/rwo/agents/n79027120|http://id.loc.gov/authorities/subjects/sh2008112717|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh85141241,  2023497186,,9781368094184|136809418X,2010,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,
Revelations,"de la Cruz, Melissa",,,,Blue Bloods,15767480,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Brazil--Fiction|Rio de Janeiro (Brazil)--Juvenile fiction|Wealth--Fiction|Wealth--Juvenile fiction|Rio de Janeiro (Brazil)--Fiction|Vampires--Juvenile fiction|Vampires--Fiction,http://id.loc.gov/authorities/subjects/sh85145828|http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/rwo/agents/n79060405|http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/authorities/subjects/sh2010117675|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/rwo/agents/n79128015,  2009278505,,1423102282|9781423102281,2008,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15767480.xml
The Van Alen Legacy,"de la Cruz, Melissa",,,,Blue Bloods,15793650,"De la Cruz, Melissa, 1971-",n2001029179,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Wealth--Fiction|New York (N.Y.)--Fiction|Vampires--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021053069|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/rwo/agents/n79007751,  2009023816,,9781423102274|9781423102267,2009,0,Q2603691,Texas,October 2022,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15793650.xml
Milo Imagines the World,"de la Peña, Matt",,"Robinson, Christian",,,21471869,"de la Peña, Matt",n2004042083,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Subways--Fiction|Imagination--Fiction|Drawing--Fiction|Prisoners' families--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021051740|http://id.loc.gov/authorities/childrensSubjects/sj2021051509|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005719|http://id.loc.gov/authorities/childrensSubjects/sj2021050557,  2020012466,,9780399549113|9780399549090,2021,2,Q16210052,Florida,March 2023,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21471869.xml
I Wish You All the Best,"Deaver, Mason",,,,I Wish You All the Best,21043829,"Deaver, Mason",no2019065875,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Friendship--Juvenile fiction|Schools--Fiction|Siblings--Fiction|Gender identity--Fiction|Siblings--Juvenile fiction|Identity (Psychology)--Juvenile fiction|Raleigh (N.C.)--Juvenile fiction|Anxiety disorders--Fiction|Anxiety disorders--Juvenile fiction|Raleigh (N.C.)--Fiction|Identity--Fiction|Parent and child--Juvenile fiction|Friendship--Fiction|High schools--Fiction|Parent and child--Fiction|Gender-nonconforming people--Juvenile fiction|High schools--North Carolina--Raleigh--Juvenile fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/subjects/sh2008103472|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/authorities/childrensSubjects/sj98004244|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj2021051297|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh85060731|http://id.loc.gov/authorities/subjects/sh2008122995|http://id.loc.gov/rwo/agents/n79104332|http://id.loc.gov/authorities/subjects/sh2010105088|http://id.loc.gov/authorities/subjects/sh85017225|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/childrensSubjects/sj2022050056|http://id.loc.gov/authorities/subjects/sh2017004882|http://id.loc.gov/rwo/agents/n79007042-781|http://id.loc.gov/authorities/childrensSubjects/sj2021052854|http://id.loc.gov/authorities/subjects/sh2005006293,  2019027381,,9781338306125,2019,0,,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21043829.xml
Later Gator,"Deleon, Jana",,,,Miss Fortune Mystery,,,,Detective and mystery fiction|Audiobooks,,Game wardens|Poaching,,,1037565554,1940270405|9781543685206|1940270391|1713665662|9781940270401|154368520X|9781940270395|9781713665663,2015,,,Maine,April 2023,Banned Pending Investigation,Informal Challenge,Maine School Administrative District #6,
The Bible for Young Children,"Delval, Marie-Hélène",,"Götting, Jean-Claude",,,16090230,"Delval, Marie-Hélène",n91125064,,,Animals in the Bible--Juvenile literature|Animals in the Bible,http://id.loc.gov/authorities/subjects/sh2009114985|http://id.loc.gov/authorities/childrensSubjects/sj2021050397,  2010005159,,9780802853769,2010,0,Q19056607,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16090230.xml
Book of Bible Stories: New International Version,"DePaola, Tomie",,,,,,,,,,"Bible stories, English",,,785734549,0310912350|9780399216909|0399216901|9780310912354,1988,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
Mary: The Mother of Jesus,"DePaola, Tomie",,,,,,,,,,,,,1066634005,,1881,,,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,
The Miracles of Jesus,"DePaola, Tomie",,,,,15323946,"DePaola, Tomie, 1934-2020",n78086432,,,Jesus Christ--Miracles--Juvenile literature|Bible stories--New Testament|Jesus Christ--Miracles,http://id.loc.gov/authorities/childrensSubjects/sj2024050014|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh2007004520|http://id.loc.gov/rwo/agents/n79084784,  2008274019,,9780142410684,2008,2,Q4566686,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15323946.xml
The Parables of Jesus,"DePaola, Tomie",,,,,4297091,"DePaola, Tomie, 1934-2020",n78086432,,,Jesus Christ--Parables|Bible stories--New Testament|Parables|Jesus Christ--Parables--Juvenile literature,http://id.loc.gov/authorities/subjects/sh00006882|http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/rwo/agents/n79084784|http://id.loc.gov/authorities/childrensSubjects/sj2021051458|http://id.loc.gov/authorities/childrensSubjects/sj2024050014,   86018323 ,,0823406369,1987,2,Q4566686,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/4297091.xml
The Story of the Three Wise Kings,"DePaola, Tomie",,,,,1877386,"DePaola, Tomie, 1934-2020",n78086432,,,Jesus Christ--Nativity--Juvenile literature|Jesus Christ--Nativity|Magi--Juvenile literature|Bible stories--New Testament|Magi,http://id.loc.gov/authorities/subjects/sh99001674|http://id.loc.gov/authorities/subjects/sh85079601|http://id.loc.gov/authorities/childrensSubjects/sj2021054571|http://id.loc.gov/rwo/agents/n79084784|http://id.loc.gov/authorities/childrensSubjects/sj2024050014,   83004609 ,,0399209980|0399209999,1983,2,Q4566686,Florida,June 2023,Banned from Libraries and Classrooms,Informal Challenge,Brevard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/1877386.xml
A Story about Cancer with a Happy Ending,"Desjardins, India",,"Ferrer, Marianne","Ouellet, Solange",,,,,,,Cancer,,,1096528005,1786039540|9781786039545,2019,,,Missouri,September 2022,Banned Pending Investigation,Legislative Action,Wentzville School District,
Wither,"DeStefano, Lauren",,,,The Chemical Garden Trilogy,16287479,"DeStefano, Lauren",n2010039305,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Kidnapping--Fiction|Youths' writings|Marriage--Fiction|Genetic engineering--Fiction|Orphans--Fiction|Science fiction,http://id.loc.gov/authorities/childrensSubjects/sj96005607|http://id.loc.gov/authorities/childrensSubjects/sj96005936|http://id.loc.gov/authorities/childrensSubjects/sj2021051102|http://id.loc.gov/authorities/childrensSubjects/sj2021051662|http://id.loc.gov/authorities/childrensSubjects/sj97000717|http://id.loc.gov/authorities/childrensSubjects/sj2021050042|http://id.loc.gov/authorities/childrensSubjects/sj2020050019,  2010021347,,9781442409057,2011,0,Q6500184,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16287479.xml
